trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 112 -1 4.0 4 10.0 2 1.0 239 129 34 0
2 112 -1 2.0 2 25.119 1 1.0 111 98 80 1
3 112 -1 4.0 2 39.182 2 1.0 153 98 31 1
4 112 1 4.0 2 6.31 2 1.0 177 98 83 0
5 112 -1 2.0 4 39.182 1 1.0 334 129 68 1
6 112 -1 4.0 1 15.849 1 1.0 207 85 59 0
7 112 1 4.0 3 10.0 1 1.0 280 112 38 0
8 112 -1 4.0 1 39.182 2 1.0 93 85 59 1
9 112 -1 4.0 3 3.981 2 1.0 27 112 50 1
10 112 1 4.0 2 3.981 2 1.0 292 98 46 1
11 112 -1 2.0 2 25.119 2 1.0 56 98 89 1
12 112 1 2.0 2 3.981 1 1.0 89 98 44 0
13 112 1 2.0 4 39.182 2 1.0 227 129 82 1
14 112 1 4.0 4 10.0 2 1.0 7 129 37 0
15 112 1 4.0 5 10.0 2 1.0 137 148 71 1
16 112 1 2.0 3 3.981 1 1.0 316 112 48 0
17 112 -1 2.0 4 15.849 1 1.0 183 129 46 1
18 112 1 2.0 3 6.31 1 1.0 337 112 57 0
19 112 -1 4.0 3 25.119 1 1.0 56 112 72 0
20 112 1 2.0 2 3.981 2 1.0 121 98 78 0
21 112 -1 2.0 3 6.31 1 1.0 40 112 87 0
22 112 1 2.0 3 10.0 1 1.0 0 112 51 1
23 112 1 4.0 1 10.0 2 1.0 308 85 79 0
24 112 1 2.0 2 25.119 2 1.0 324 98 64 1
25 112 1 2.0 2 10.0 2 1.0 134 98 35 1
26 112 -1 4.0 1 6.31 1 1.0 279 85 37 0
27 112 1 2.0 5 10.0 1 1.0 213 148 38 1
28 112 -1 4.0 2 10.0 2 1.0 84 98 50 0
29 112 -1 2.0 4 3.981 1 1.0 16 129 34 1
30 112 -1 2.0 3 3.981 1 1.0 178 112 69 0
31 112 1 2.0 5 39.182 2 1.0 47 148 89 1
32 112 1 2.0 3 6.31 2 1.0 220 112 33 1
33 112 1 2.0 5 10.0 2 1.0 218 148 45 1
34 112 -1 4.0 1 15.849 2 1.0 183 85 51 0
35 112 -1 4.0 5 39.182 1 1.0 264 148 72 1
36 112 -1 2.0 2 10.0 2 1.0 351 98 73 1
37 112 1 2.0 4 25.119 2 1.0 103 129 46 1
38 112 -1 2.0 4 3.981 2 1.0 205 129 74 0
39 112 -1 2.0 3 15.849 2 1.0 136 112 90 1
40 112 -1 2.0 5 25.119 1 1.0 336 148 80 1
41 112 -1 4.0 5 15.849 2 1.0 244 148 71 1
42 112 1 4.0 4 25.119 2 1.0 241 129 72 1
43 112 1 4.0 2 25.119 1 1.0 143 98 77 0
44 112 -1 4.0 3 10.0 2 1.0 315 112 36 0
45 112 1 2.0 1 10.0 1 1.0 331 85 35 0
46 112 1 2.0 1 3.981 2 1.0 89 85 48 0
47 112 1 2.0 3 3.981 2 1.0 47 112 68 1
48 112 1 4.0 3 39.182 1 1.0 27 112 60 1
49 112 1 4.0 2 10.0 2 1.0 237 98 33 0
50 112 1 2.0 2 6.31 1 1.0 287 98 71 0
51 112 -1 4.0 1 10.0 1 1.0 98 85 88 0
52 112 -1 4.0 5 3.981 2 1.0 245 148 30 0
53 112 1 4.0 4 39.182 2 1.0 301 129 88 1
54 112 -1 4.0 4 25.119 2 1.0 189 129 39 1
55 112 1 4.0 3 39.182 2 1.0 96 112 45 1
56 112 1 4.0 2 15.849 1 1.0 262 98 48 0
57 112 1 2.0 3 10.0 2 1.0 306 112 42 1
58 112 1 4.0 4 39.182 1 1.0 13 129 67 0
59 112 -1 4.0 3 3.981 1 1.0 148 112 39 0
60 112 -1 2.0 1 6.31 2 1.0 217 85 59 0
61 112 1 2.0 5 15.849 1 1.0 252 148 33 1
62 112 -1 2.0 5 39.182 1 1.0 335 148 54 1
63 112 1 2.0 2 10.0 1 1.0 135 98 48 0
64 112 -1 2.0 1 6.31 1 1.0 229 85 77 0
65 112 -1 2.0 2 10.0 1 1.0 263 98 65 0
66 112 -1 4.0 1 25.119 2 1.0 112 85 77 1
67 112 -1 2.0 5 39.182 2 1.0 119 148 64 1
68 112 1 4.0 5 10.0 1 1.0 71 148 85 1
69 112 1 2.0 3 39.182 1 1.0 249 112 70 1
70 112 -1 2.0 5 25.119 2 1.0 357 148 89 1
71 112 -1 4.0 5 3.981 1 1.0 82 148 72 1
72 112 1 4.0 4 3.981 1 1.0 151 129 85 1
73 112 -1 2.0 4 15.849 2 1.0 296 129 81 1
74 112 -1 4.0 2 25.119 2 1.0 223 98 57 0
75 112 1 2.0 2 15.849 2 1.0 194 98 75 0
76 112 -1 4.0 5 25.119 1 1.0 60 148 53 1
77 112 1 4.0 5 25.119 2 1.0 323 148 56 1
78 112 1 2.0 1 3.981 1 1.0 113 85 83 0
79 112 1 4.0 2 6.31 1 1.0 341 98 61 0
80 112 -1 2.0 5 10.0 2 1.0 143 148 81 1
81 112 1 4.0 5 3.981 1 1.0 3 148 71 1
82 112 -1 4.0 3 15.849 1 1.0 340 112 58 0
83 112 -1 4.0 2 6.31 1 1.0 207 98 90 0
84 112 1 4.0 5 15.849 2 1.0 256 148 52 1
85 112 -1 2.0 3 10.0 1 1.0 70 112 70 1
86 112 -1 2.0 3 25.119 2 1.0 239 112 69 0
87 112 1 2.0 5 3.981 2 1.0 20 148 71 1
88 112 1 2.0 4 6.31 1 1.0 58 129 50 0
89 112 -1 4.0 2 39.182 1 1.0 161 98 89 0
90 112 -1 4.0 4 15.849 1 1.0 38 129 43 0
91 112 -1 2.0 1 10.0 1 1.0 223 85 74 0
92 112 1 4.0 1 25.119 1 1.0 136 85 81 0
93 112 -1 4.0 2 15.849 2 1.0 157 98 69 1
94 112 -1 4.0 3 39.182 2 1.0 95 112 32 1
95 112 1 4.0 5 25.119 1 1.0 156 148 72 1
96 112 1 2.0 1 15.849 2 1.0 124 85 57 0
97 112 -1 4.0 1 25.119 1 1.0 311 85 52 0
98 112 -1 4.0 1 39.182 1 1.0 197 85 50 1
99 112 -1 2.0 1 10.0 2 1.0 215 85 87 0
100 112 1 2.0 5 15.849 2 1.0 213 148 81 1
101 112 1 2.0 2 39.182 2 1.0 95 98 37 1
102 112 1 4.0 1 39.182 2 1.0 215 85 70 0
103 112 -1 2.0 1 3.981 2 1.0 213 85 51 0
104 112 1 4.0 5 6.31 2 1.0 50 148 86 0
105 112 -1 2.0 3 39.182 1 1.0 137 112 77 0
106 112 1 4.0 1 39.182 1 1.0 54 85 51 0
107 112 -1 2.0 4 6.31 1 1.0 125 129 32 0
108 112 1 4.0 1 15.849 1 1.0 6 85 50 0
109 112 1 2.0 1 6.31 1 1.0 307 85 87 0
110 112 1 4.0 2 3.981 1 1.0 176 98 44 0
111 112 1 4.0 4 3.981 2 1.0 170 129 61 0
112 112 -1 4.0 2 3.981 1 1.0 213 98 38 0
113 112 -1 4.0 2 25.119 1 1.0 81 98 34 1
114 112 -1 4.0 3 15.849 2 1.0 13 112 75 1
115 112 -1 2.0 1 25.119 2 1.0 14 85 83 1
116 112 -1 4.0 2 15.849 1 1.0 348 98 86 0
117 112 1 2.0 3 25.119 2 1.0 95 112 56 1
118 112 1 2.0 4 15.849 2 1.0 109 129 82 1
119 112 -1 2.0 3 6.31 2 1.0 298 112 84 0
120 112 -1 4.0 4 6.31 1 1.0 69 129 43 0
121 112 -1 4.0 5 10.0 2 1.0 228 148 42 1
122 112 -1 4.0 2 3.981 2 1.0 311 98 65 0
123 112 -1 4.0 2 10.0 1 1.0 115 98 73 0
124 112 1 4.0 3 25.119 1 1.0 101 112 60 1
125 112 1 4.0 5 6.31 1 1.0 303 148 41 1
126 112 1 2.0 1 39.182 2 1.0 231 85 73 0
127 112 1 2.0 5 39.182 1 1.0 214 148 87 0
128 112 -1 4.0 3 39.182 1 1.0 77 112 58 1
129 112 -1 2.0 2 39.182 1 1.0 317 98 57 0
130 112 1 4.0 5 15.849 1 1.0 224 148 90 1
131 112 -1 4.0 2 6.31 2 1.0 175 98 45 0
132 112 -1 4.0 1 3.981 2 1.0 228 85 58 0
133 112 1 4.0 3 6.31 2 1.0 255 112 86 1
134 112 1 2.0 5 6.31 1 1.0 349 148 41 1
135 112 1 4.0 1 15.849 2 1.0 321 85 31 1
136 112 1 4.0 2 10.0 1 1.0 98 98 62 0
137 112 1 2.0 3 15.849 2 1.0 334 112 72 1
138 112 -1 2.0 5 6.31 2 1.0 337 148 83 1
139 112 1 2.0 3 15.849 1 1.0 308 112 63 0
140 112 -1 2.0 2 6.31 2 1.0 69 98 45 0
141 112 1 2.0 5 3.981 1 1.0 248 148 53 0
142 112 -1 2.0 2 15.849 2 1.0 198 98 68 1
143 112 1 4.0 5 39.182 2 1.0 248 148 73 1
144 112 -1 4.0 3 25.119 2 1.0 6 112 70 0
145 112 -1 2.0 4 25.119 1 1.0 20 129 81 1
146 112 1 2.0 2 6.31 2 1.0 97 98 57 0
147 112 1 4.0 1 6.31 2 1.0 321 85 77 0
148 112 -1 4.0 4 39.182 1 1.0 354 129 84 1
149 112 1 4.0 5 3.981 2 1.0 56 148 41 1
150 112 1 4.0 3 25.119 2 1.0 22 112 90 1
151 112 -1 2.0 5 3.981 2 1.0 5 148 62 1
152 112 1 2.0 4 3.981 2 1.0 210 129 56 0
153 112 1 2.0 1 25.119 1 1.0 316 85 60 0
154 112 -1 4.0 5 6.31 2 1.0 333 148 77 1
155 112 1 2.0 4 15.849 1 1.0 184 129 89 1
156 112 -1 4.0 4 25.119 1 1.0 141 129 61 1
157 112 1 4.0 4 15.849 1 1.0 84 129 86 1
158 112 -1 2.0 1 15.849 2 1.0 251 85 89 0
159 112 -1 2.0 5 15.849 2 1.0 274 148 49 1
160 112 -1 2.0 3 15.849 1 1.0 302 112 62 0
161 112 -1 4.0 1 6.31 2 1.0 303 85 74 0
162 112 1 4.0 3 15.849 2 1.0 282 112 53 1
163 112 1 2.0 5 25.119 2 1.0 148 148 74 1
164 112 -1 4.0 5 39.182 2 1.0 97 148 55 1
165 112 -1 2.0 3 39.182 2 1.0 288 112 42 1
166 112 1 2.0 4 10.0 2 1.0 54 129 55 0
167 112 1 4.0 1 3.981 1 1.0 8 85 39 0
168 112 -1 4.0 4 15.849 2 1.0 238 129 48 1
169 112 1 4.0 1 25.119 2 1.0 145 85 88 0
170 112 1 4.0 3 15.849 1 1.0 190 112 35 0
171 112 -1 2.0 1 3.981 1 1.0 285 85 84 0
172 112 1 4.0 3 6.31 1 1.0 133 112 50 0
173 112 1 4.0 2 15.849 2 1.0 83 98 90 0
174 112 -1 2.0 3 10.0 2 1.0 142 112 89 1
