trial durationTest direction radius durationComparison speed number size iniAngle1 durComp onset response
1 56 1 2.0 4 15.849 2 1.0 307 65 32 1
2 56 1 4.0 5 3.981 1 1.0 148 74 47 1
3 56 1 2.0 5 25.119 2 1.0 278 74 61 1
4 56 1 4.0 1 15.849 1 1.0 27 43 50 0
5 56 -1 2.0 3 39.182 1 1.0 54 56 32 0
6 56 1 4.0 3 15.849 2 1.0 91 56 39 1
7 56 -1 4.0 2 15.849 2 1.0 81 49 61 0
8 56 -1 2.0 3 3.981 2 1.0 8 56 66 1
9 56 1 4.0 1 3.981 2 1.0 274 43 41 0
10 56 1 2.0 2 10.0 1 1.0 335 49 41 1
11 56 -1 4.0 1 6.31 2 1.0 316 43 69 0
12 56 1 2.0 2 6.31 1 1.0 9 49 51 0
13 56 -1 2.0 5 6.31 1 1.0 1 74 78 1
14 56 -1 4.0 5 3.981 2 1.0 122 74 89 1
15 56 -1 2.0 3 10.0 2 1.0 231 56 54 0
16 56 1 2.0 1 10.0 2 1.0 15 43 89 0
17 56 1 2.0 2 6.31 2 1.0 42 49 69 1
18 56 1 4.0 4 6.31 1 1.0 297 65 76 1
19 56 1 2.0 4 6.31 2 1.0 316 65 84 0
20 56 1 2.0 4 3.981 2 1.0 291 65 39 1
21 56 -1 4.0 2 10.0 1 1.0 115 49 58 0
22 56 -1 2.0 3 15.849 2 1.0 54 56 70 1
23 56 1 4.0 1 6.31 1 1.0 68 43 57 0
24 56 -1 4.0 3 3.981 2 1.0 97 56 31 1
25 56 -1 2.0 1 39.182 2 1.0 87 43 82 0
26 56 -1 2.0 1 3.981 1 1.0 171 43 38 0
27 56 -1 4.0 2 3.981 1 1.0 151 49 72 1
28 56 1 4.0 1 39.182 2 1.0 33 43 36 1
29 56 -1 4.0 5 25.119 2 1.0 213 74 35 1
30 56 1 4.0 3 10.0 1 1.0 166 56 88 1
31 56 -1 4.0 1 10.0 2 1.0 316 43 45 0
32 56 -1 2.0 5 15.849 2 1.0 154 74 36 1
33 56 1 2.0 1 6.31 1 1.0 200 43 32 0
34 56 -1 2.0 4 39.182 1 1.0 73 65 74 1
35 56 1 2.0 4 15.849 1 1.0 311 65 82 0
36 56 -1 4.0 2 25.119 1 1.0 263 49 80 1
37 56 -1 2.0 4 10.0 2 1.0 79 65 65 1
38 56 1 4.0 1 15.849 2 1.0 278 43 39 0
39 56 1 2.0 3 39.182 2 1.0 187 56 85 1
40 56 1 2.0 1 39.182 1 1.0 140 43 73 0
41 56 1 2.0 2 15.849 2 1.0 187 49 31 0
42 56 -1 2.0 2 39.182 2 1.0 279 49 46 1
43 56 1 4.0 5 3.981 2 1.0 301 74 44 1
44 56 1 2.0 5 6.31 1 1.0 32 74 32 1
45 56 1 4.0 2 3.981 2 1.0 164 49 49 0
46 56 1 4.0 3 3.981 1 1.0 351 56 90 0
47 56 1 2.0 1 39.182 2 1.0 88 43 47 1
48 56 -1 2.0 5 3.981 2 1.0 235 74 56 1
49 56 -1 2.0 1 10.0 2 1.0 35 43 78 0
50 56 -1 2.0 1 6.31 2 1.0 207 43 51 1
51 56 1 2.0 4 10.0 1 1.0 231 65 90 1
52 56 -1 4.0 4 6.31 1 1.0 169 65 50 0
53 56 -1 4.0 5 3.981 1 1.0 248 74 69 1
54 56 -1 2.0 3 15.849 1 1.0 160 56 41 1
55 56 1 2.0 3 25.119 2 1.0 191 56 83 0
56 56 1 2.0 4 39.182 1 1.0 294 65 34 0
57 56 1 2.0 5 6.31 2 1.0 310 74 70 1
58 56 1 4.0 4 6.31 2 1.0 178 65 84 1
59 56 1 2.0 3 3.981 1 1.0 35 56 77 0
60 56 -1 2.0 4 15.849 1 1.0 356 65 49 1
61 56 -1 2.0 1 10.0 1 1.0 312 43 33 0
62 56 1 2.0 3 25.119 1 1.0 153 56 63 1
63 56 -1 4.0 5 25.119 1 1.0 207 74 39 1
64 56 -1 2.0 4 6.31 2 1.0 298 65 75 0
65 56 -1 4.0 3 15.849 2 1.0 247 56 86 0
66 56 1 2.0 1 15.849 1 1.0 210 43 76 0
67 56 1 2.0 1 6.31 2 1.0 78 43 52 0
